Date_Time,User,Author,Tweet_text,Likes,Retweets
07-07-2022 14:13,Google,Google,"@dayasankar_d Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsvbZb.",0,0
07-07-2022 14:06,Google,Google,@PoseidonGamin17 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,0,0
07-07-2022 14:05,Google,Google,"@mgmuzammil3 Hi there. Just to confirm, have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.",0,0
07-07-2022 14:04,Google,Google,@rajesh58 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,0
07-07-2022 14:04,Google,Google,@SulemanSaeed13 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1,0
07-07-2022 13:55,Google,Google,@MDPRANTO102 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,0,0
07-07-2022 13:42,Google,Google,@jeonjinuz Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1,0
07-07-2022 13:41,Google,Google,@hasamukhgiri29 Hmm. We've sent you a DM with the next steps. Please check and let us know if you have any questions.,0,0
07-07-2022 13:40,Google,Google,@lakindune20 Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,0
07-07-2022 13:38,Google,Google,"@Theorriginal Hi there. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,0
07-07-2022 13:33,Google,Google,@DarindaDrag Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,0
07-07-2022 13:30,Google,Google,@Hindu_holocaust Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,0
07-07-2022 13:28,Google,Google,"@skitzocalypso1 Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,0
07-07-2022 13:28,Google,Google,@MOHAN75637451 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,0
